 -92.  0.212539852 0.177179307
 -91.  0.212539852 0.177179307
 -90.  0.247963175 0.0354358591
 -89.  0.247963175 0.106307581
 -88.  0.354233086 0.141743436
 -87.  0.318809777 0.212615162
 -86.  0.283386469 0.248051032
 -85.  0.212539852 0.318922758
 -84.  0.177116543 0.318922758
 -83.  0.0708466172 0.248051032
 -82.  0.141693234 0.212615162
 -81.  0.141693234 0.248051032
 -80.  0.106269926 0.212615162
 -79.  0.106269926 0.212615162
 -78.  0.177116543 0.212615162
 -77.  0.141693234 0.177179307
 -76.  0.212539852 0.106307581
 -75.  0.247963175 0.141743436
 -74.  0.283386469 0.177179307
 -73.  0.283386469 0.177179307
 -72.  0.283386469 0.248051032
 -71.  0.318809777 0.283486873
 -70.  0.425079703 0.212615162
 -69.  0.389656395 0.106307581
 -68.  0.318809777 0.106307581
 -67.  0.318809777 0.0354358591
 -66.  0.247963175 0.0708717182
 -65.  0.177116543 0.0708717182
 -64.  0.141693234 0.0708717182
 -63.  0.141693234 0.0708717182
 -62.  0.177116543 0.141743436
 -61.  0.177116543 0.106307581
 -60.  0.106269926 0.177179307
 -59.  0.106269926 0.212615162
 -58.  0.106269926 0.283486873
 -57.  0.106269926 0.248051032
 -56.  0.106269926 0.248051032
 -55.  0.106269926 0.283486873
 -54.  0.106269926 0.318922758
 -53.  0.247963175 0.283486873
 -52.  0.212539852 0.318922758
 -51.  0.177116543 0.283486873
 -50.  0.177116543 0.248051032
 -49.  0.212539852 0.177179307
 -48.  0.0708466172 0.177179307
 -47.  0.0354233086 0.212615162
 -46.  0.0354233086 0.212615162
 -45.  0.0354233086 0.177179307
 -44.  0.0708466172 0.177179307
 -43.  0.0708466172 0.141743436
 -42.  0.0708466172 0.0354358591
 -41.  0.106269926 0.212615162
 -40.  0.141693234 0.212615162
 -39.  0.106269926 0.248051032
 -38.  0.141693234 0.248051032
 -37.  0.141693234 0.248051032
 -36.  0.106269926 0.106307581
 -35.  0.0708466172 0.106307581
 -34.  0.0354233086 0.0708717182
 -33.  0.0354233086 0.0708717182
 -32.  0.0354233086 0.0708717182
 -31.  0.0354233086 0.0354358591
 -30.  0.0354233086 0.0708717182
 -29.  0.0354233086 0.106307581
 -28.  0.0354233086 0.141743436
 -27.  0.0354233086 0.283486873
 -26.  0.354233086 0.389794469
 -25.  0.425079703 0.46066618
 -24.  0.49592635 0.673281372
 -23.  0.602196276 0.885896564
 -22.  0.637619555 1.0630759
 -21.  0.354233086 1.24025512
 -20.  0.318809777 1.27569103
 -19.  0.247963175 1.0985117
 -18.  0.106269926 0.956768274
 -17.  0.106269926 0.708717227
 -16.  0.106269926 0.496102065
 -15.  0.0708466172 0.389794469
 -14.  0.0708466172 0.425230324
 -13.  0.0708466172 0.389794469
 -12.  0.0354233086 0.318922758
 -11.  0.106269926 0.354358613
 -10.  0.106269926 0.318922758
 -9.  0.141693234 0.248051032
 -8.  0.141693234 0.212615162
 -7.  0.177116543 0.212615162
 -6.  0.0708466172 0.106307581
 -5.  0.0708466172 0.141743436
 -4.  0.0708466172 0.177179307
