 -92.  0.171575636 0.151156142
 -91.  0.167490512 0.151156142
 -90.  0.220597252 0.14707084
 -89.  0.2410229 0.159326747
 -88.  0.224682391 0.163412049
 -87.  0.232852653 0.171582639
 -86.  0.224682391 0.192009151
 -85.  0.220597252 0.183838546
 -84.  0.220597252 0.200179756
 -83.  0.228767514 0.220606267
 -82.  0.228767514 0.232862175
 -81.  0.257363439 0.232862175
 -80.  0.236937776 0.228776857
 -79.  0.220597252 0.20835036
 -78.  0.228767514 0.175667956
 -77.  0.216512099 0.163412049
 -76.  0.220597252 0.14707084
 -75.  0.245108053 0.167497337
 -74.  0.249193192 0.151156142
 -73.  0.224682391 0.163412049
 -72.  0.232852653 0.142985538
 -71.  0.253278315 0.14707084
 -70.  0.236937776 0.151156142
 -69.  0.228767514 0.155241445
 -68.  0.2410229 0.151156142
 -67.  0.232852653 0.163412049
 -66.  0.196086451 0.126644328
 -65.  0.183831036 0.106217831
 -64.  0.187916175 0.130729631
 -63.  0.167490512 0.118473731
 -62.  0.167490512 0.13890025
 -61.  0.159320235 0.163412049
 -60.  0.159320235 0.167497337
 -59.  0.147064835 0.163412049
 -58.  0.163405359 0.175667956
 -57.  0.167497337 0.147076845
 -56.  0.159326747 0.147076845
 -55.  0.14707084 0.151162311
 -54.  0.13890025 0.183846056
 -53.  0.14707084 0.171589658
 -52.  0.130729631 0.175675124
 -51.  0.134814933 0.17976059
 -50.  0.134814933 0.183846056
 -49.  0.142985538 0.163418725
 -48.  0.118473731 0.163418725
 -47.  0.118473731 0.163418725
 -46.  0.122559033 0.17976059
 -45.  0.126644328 0.171589658
 -44.  0.14707084 0.167504191
 -43.  0.142985538 0.171589658
 -42.  0.14707084 0.192016989
 -41.  0.151149958 0.192009151
 -40.  0.151149958 0.183838546
 -39.  0.126639158 0.163412049
 -38.  0.138894558 0.175667956
 -37.  0.138894558 0.187923849
 -36.  0.118468888 0.159326747
 -35.  0.118468888 0.179753244
 -34.  0.118468888 0.196094468
 -33.  0.114383757 0.192009151
 -32.  0.0980432257 0.167497337
 -31.  0.106213488 0.179753244
 -30.  0.102128357 0.163412049
 -29.  0.106213488 0.151156142
 -28.  0.110298626 0.175667956
 -27.  0.126639158 0.196094468
 -26.  0.155235112 0.200179756
 -25.  0.163405359 0.224691555
 -24.  0.167490512 0.236947462
 -23.  0.163405359 0.241032749
 -22.  0.163405359 0.29414168
 -21.  0.138894558 0.290056378
 -20.  0.147064835 0.302312285
