 -92.  0. 0.
 -91.  0. 0.
 -90.  0. 0.102564096
 -89.  0. 0.205128193
 -88.  0. 0.205128193
 -87.  0. 0.512820542
 -86.  0. 0.512820542
 -85.  0. 0.410256386
 -84.  0. 0.307692319
 -83.  0.102459013 0.410256386
 -82.  0.102459013 0.102564096
 -81.  0.204918027 0.102564096
 -80.  0.204918027 0.102564096
 -79.  0.204918027 0.102564096
 -78.  0.102459013 0.
 -77.  0.204918027 0.
 -76.  0.102459013 0.
 -75.  0.204918027 0.102564096
 -74.  0.204918027 0.102564096
 -73.  0.30737704 0.102564096
 -72.  0.204918027 0.102564096
 -71.  0.204918027 0.307692319
 -70.  0.102459013 0.205128193
 -69.  0.102459013 0.205128193
 -68.  0. 0.307692319
 -67.  0. 0.307692319
 -66.  0. 0.102564096
 -65.  0. 0.205128193
 -64.  0.102459013 0.205128193
 -63.  0.102459013 0.102564096
 -62.  0.102459013 0.205128193
 -61.  0.102459013 0.205128193
 -60.  0.102459013 0.205128193
 -59.  0. 0.205128193
 -58.  0.102459013 0.205128193
 -57.  0.204918027 0.307692319
 -56.  0.204918027 0.410256386
 -55.  0.30737704 0.307692319
 -54.  0.30737704 0.410256386
 -53.  0.30737704 0.410256386
 -52.  0.30737704 0.205128193
 -51.  0.30737704 0.205128193
 -50.  0.204918027 0.205128193
 -49.  0.204918027 0.102564096
 -48.  0.204918027 0.205128193
 -47.  0.102459013 0.205128193
 -46.  0.102459013 0.205128193
 -45.  0.102459013 0.205128193
 -44.  0.102459013 0.307692319
 -43.  0.102459013 0.205128193
 -42.  0.102459013 0.307692319
 -41.  0.102459013 0.205128193
 -40.  0.102459013 0.205128193
 -39.  0.204918027 0.102564096
 -38.  0.30737704 0.205128193
 -37.  0.30737704 0.102564096
 -36.  0.409836054 0.205128193
 -35.  0.409836054 0.205128193
 -34.  0.30737704 0.205128193
 -33.  0.102459013 0.205128193
 -32.  0.102459013 0.205128193
 -31.  0. 0.102564096
 -30.  0. 0.102564096
 -29.  0. 0.102564096
 -28.  0. 0.102564096
 -27.  0.102459013 0.205128193
 -26.  0.102459013 0.205128193
 -25.  0.102459013 0.205128193
 -24.  0.102459013 0.205128193
 -23.  0.102459013 0.102564096
 -22.  0. 0.
 -21.  0. 0.
 -20.  0. 0.102564096
 -19.  0. 0.102564096
 -18.  0. 0.102564096
 -17.  0. 0.102564096
 -16.  0. 0.102564096
 -15.  0. 0.
 -14.  0. 0.
 -13.  0. 0.
 -12.  0. 0.
 -11.  0. 0.
 -10.  0. 0.
 -9.  0. 0.
 -8.  0. 0.
 -7.  0. 0.
 -6.  0. 0.
 -5.  0. 0.
 -4.  0. 0.
 -3.  0. 0.
 -2.  0. 0.
 -1.  0. 0.
  0.  0. 0.
  1.  0. 0.
  2.  0. 0.
  3.  0. 0.
  4.  0. 0.
  5.  0. 0.102564096
  6.  0. 0.102564096
  7.  0.102459013 0.102564096
  8.  0.409836054 0.102564096
  9.  0.819672108 0.102564096
  10.  0.922131181 0.
  11.  1.22950816 0.
  12.  1.53688526 0.102564096
  13.  1.22950816 0.102564096
  14.  0.922131181 0.102564096
  15.  1.22950816 0.102564096
  16.  0.922131181 0.102564096
  17.  0.819672108 0.
  18.  1.22950816 0.
  19.  1.43442619 0.
  20.  1.43442619 0.102564096
  21.  2.25409818 0.102564096
  22.  2.45901632 0.102564096
  23.  2.15163946 0.205128193
  24.  1.84426236 0.307692319
  25.  1.84426236 0.307692319
  26.  1.22950816 0.307692319
  27.  0.922131181 0.410256386
  28.  0.819672108 0.410256386
  29.  1.33196723 0.410256386
  30.  1.33196723 0.410256386
  31.  1.33196723 0.512820542
  32.  1.22950816 0.512820542
  33.  1.22950816 0.512820542
  34.  1.02459013 0.410256386
  35.  0.922131181 0.410256386
  36.  0.819672108 0.307692319
  37.  0.717213094 0.615384638
  38.  0.922131181 0.512820542
  39.  0.717213094 0.512820542
  40.  0.409836054 0.410256386
  41.  0.409836054 0.410256386
  42.  0.409836054 0.
  43.  0.30737704 0.
  44.  0.409836054 0.
  45.  0.409836054 0.102564096
  46.  0.409836054 0.102564096
  47.  0.512295067 0.102564096
  48.  0.409836054 0.205128193
  49.  0.204918027 0.307692319
  50.  0.204918027 0.307692319
  51.  0.204918027 0.307692319
  52.  0.102459013 0.307692319
  53.  0.102459013 0.410256386
  54.  0.30737704 0.410256386
  55.  0.30737704 0.307692319
  56.  0.30737704 0.307692319
  57.  0.409836054 0.410256386
  58.  0.512295067 0.205128193
  59.  0.409836054 0.102564096
  60.  0.614754081 0.102564096
  61.  0.614754081 0.102564096
  62.  0.512295067 0.
  63.  0.409836054 0.
  64.  0.30737704 0.
  65.  0.102459013 0.
  66.  0.102459013 0.
  67.  0.102459013 0.
  68.  0.30737704 0.102564096
  69.  0.30737704 0.102564096
  70.  0.30737704 0.205128193
  71.  0.204918027 0.205128193
  72.  0.30737704 0.205128193
  73.  0.204918027 0.307692319
  74.  0.204918027 0.307692319
  75.  0.30737704 0.205128193
  76.  0.409836054 0.205128193
  77.  0.409836054 0.205128193
  78.  0.30737704 0.
  79.  0.30737704 0.
  80.  0.204918027 0.102564096
  81.  0.30737704 0.205128193
  82.  0.30737704 0.205128193
  83.  0.409836054 0.410256386
  84.  0.409836054 0.410256386
  85.  0.409836054 0.307692319
  86.  0.204918027 0.205128193
  87.  0.102459013 0.205128193
  88.  0. 0.
  89.  0.30737704 0.
  90.  0.409836054 0.
  91.  0.409836054 0.
  92.  0.614754081 0.
