 -92.  0.0996015966 0.
 -91.  0.199203193 0.0997008979
 -90.  0.199203193 0.0997008979
 -89.  0.199203193 0.199401796
 -88.  0.199203193 0.199401796
 -87.  0.29880479 0.199401796
 -86.  0.0996015966 0.0997008979
 -85.  0.0996015966 0.299102694
 -84.  0.199203193 0.199401796
 -83.  0.199203193 0.199401796
 -82.  0.398406386 0.199401796
 -81.  0.398406386 0.299102694
 -80.  0.398406386 0.199401796
 -79.  0.29880479 0.199401796
 -78.  0.29880479 0.299102694
 -77.  0. 0.398803592
 -76.  0. 0.299102694
 -75.  0.199203193 0.199401796
 -74.  0.199203193 0.299102694
 -73.  0.199203193 0.199401796
 -72.  0.199203193 0.199401796
 -71.  0.29880479 0.199401796
 -70.  0.0996015966 0.199401796
 -69.  0.0996015966 0.199401796
 -68.  0.0996015966 0.299102694
 -67.  0.199203193 0.199401796
 -66.  0.0996015966 0.199401796
 -65.  0.199203193 0.299102694
 -64.  0.199203193 0.199401796
 -63.  0.199203193 0.0997008979
 -62.  0.199203193 0.0997008979
 -61.  0.29880479 0.0997008979
 -60.  0.199203193 0.
 -59.  0.29880479 0.
 -58.  0.29880479 0.
 -57.  0.199203193 0.
 -56.  0.0996015966 0.
 -55.  0.199203193 0.0997008979
 -54.  0.0996015966 0.0997008979
 -53.  0.199203193 0.0997008979
 -52.  0.199203193 0.0997008979
 -51.  0.199203193 0.0997008979
 -50.  0.0996015966 0.
 -49.  0.0996015966 0.0997008979
 -48.  0. 0.0997008979
 -47.  0.0996015966 0.0997008979
 -46.  0.0996015966 0.0997008979
 -45.  0.199203193 0.0997008979
 -44.  0.199203193 0.
 -43.  0.199203193 0.
 -42.  0.0996015966 0.
 -41.  0.0996015966 0.0997008979
 -40.  0. 0.0997008979
 -39.  0. 0.0997008979
 -38.  0. 0.0997008979
 -37.  0. 0.0997008979
 -36.  0.0996015966 0.
 -35.  0.0996015966 0.
 -34.  0.0996015966 0.
 -33.  0.0996015966 0.
 -32.  0.199203193 0.
 -31.  0.0996015966 0.0997008979
 -30.  0.0996015966 0.0997008979
 -29.  0.0996015966 0.199401796
 -28.  0.0996015966 0.199401796
 -27.  0. 0.199401796
 -26.  0. 0.0997008979
 -25.  0.0996015966 0.0997008979
 -24.  0.0996015966 0.
 -23.  0.0996015966 0.
 -22.  0.0996015966 0.0997008979
 -21.  0.0996015966 0.0997008979
 -20.  0. 0.0997008979
 -19.  0. 0.0997008979
 -18.  0. 0.199401796
 -17.  0. 0.0997008979
 -16.  0. 0.0997008979
 -15.  0. 0.0997008979
 -14.  0. 0.199401796
 -13.  0. 0.0997008979
 -12.  0. 0.0997008979
 -11.  0. 0.0997008979
 -10.  0. 0.0997008979
 -9.  0. 0.
 -8.  0. 0.
 -7.  0.0996015966 0.
 -6.  0.0996015966 0.
 -5.  0.0996015966 0.
 -4.  0.0996015966 0.
 -3.  0.0996015966 0.0997008979
 -2.  0.0996015966 0.0997008979
 -1.  0.0996015966 0.0997008979
